	infinitive	infinitive_english	mood	mood_english	tense	tense_english	verb_english	form_1s	form_2s	form_3s	form_1p	form_2p	form_3p	gerund	gerund_english	pastparticiple	pastparticiple_english	importance
4352	divertirse	to have fun, have a good time, enjoy oneself	Subjuntivo	Subjunctive	Imperfecto	Imperfect	I had fun, was having fun	me divirtiera	te divirtieras	se divirtiera	nos divirtiéramos	os divirtierais	se divirtieran	divirtiéndose	having fun	divertido	fun, had fun	[255]
4353	divertirse	to have fun, have a good time, enjoy oneself	Subjuntivo	Subjunctive	Futuro	Future	I will have fun	me divirtiere	te divirtieres	se divirtiere	nos divirtiéremos	os divirtiereis	se divirtieren	divirtiéndose	having fun	divertido	fun, had fun	[255]
4354	divertirse	to have fun, have a good time, enjoy oneself	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	I have had fun, had fun	me haya divertido	te hayas divertido	se haya divertido	nos hayamos divertido	os hayáis divertido	se hayan divertido	divirtiéndose	having fun	divertido	fun, had fun	[255]
4355	divertirse	to have fun, have a good time, enjoy oneself	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have had fun	me hubiere divertido	te hubieres divertido	se hubiere divertido	nos hubiéremos divertido	os hubiereis divertido	se hubieren divertido	divirtiéndose	having fun	divertido	fun, had fun	[255]
4356	divertirse	to have fun, have a good time, enjoy oneself	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had had fun	me hubiera divertido	te hubieras divertido	se hubiera divertido	nos hubiéramos divertido	os hubierais divertido	se hubieran divertido	divirtiéndose	having fun	divertido	fun, had fun	[255]
4357	divertirse	to have fun, have a good time, enjoy oneself	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Have fun! Don't have fun!		diviértete	divertíos		diviértase	diviértanse	divirtiéndose	having fun	divertido	fun, had fun	[255]
4358	divertirse	to have fun, have a good time, enjoy oneself	Imperativo Negativo	Imperative Negative	Presente	Present	Have fun! Don't have fun!		no te diviertas	no os divirtáis		no se divierta	no se diviertan	divirtiéndose	having fun	divertido	fun, had fun	[255]
4359	divorciar	to divorce	Indicativo	Indicative	Presente	Present	I divorce, am divorcing	divorcio	divorcias	divorcia	divorciamos	divorciáis	divorcian	divorciando	divorcing	divorciado	divorced	[255]
4360	divorciar	to divorce	Indicativo	Indicative	Futuro	Future	I will divorce	divorciaré	divorciarás	divorciará	divorciaremos	divorciaréis	divorciarán	divorciando	divorcing	divorciado	divorced	[255]
4361	divorciar	to divorce	Indicativo	Indicative	Imperfecto	Imperfect	I was divorcing, used to divorce, divorced	divorciaba	divorciabas	divorciaba	divorciábamos	divorciabais	divorciaban	divorciando	divorcing	divorciado	divorced	[255]
4362	divorciar	to divorce	Indicativo	Indicative	Pretérito	Preterite	I divorced	divorcié	divorciaste	divorció	divorciamos	divorciasteis	divorciaron	divorciando	divorcing	divorciado	divorced	[255]
4363	divorciar	to divorce	Indicativo	Indicative	Condicional	Conditional	I would divorce	divorciaría	divorciarías	divorciaría	divorciaríamos	divorciaríais	divorciarían	divorciando	divorcing	divorciado	divorced	[255]
4364	divorciar	to divorce	Indicativo	Indicative	Presente perfecto	Present Perfect	I have divorced	he divorciado	has divorciado	ha divorciado	hemos divorciado	habéis divorciado	han divorciado	divorciando	divorcing	divorciado	divorced	[255]
4365	divorciar	to divorce	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have divorced	habré divorciado	habrás divorciado	habrá divorciado	habremos divorciado	habréis divorciado	habrán divorciado	divorciando	divorcing	divorciado	divorced	[255]
4366	divorciar	to divorce	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had divorced	había divorciado	habías divorciado	había divorciado	habíamos divorciado	habíais divorciado	habían divorciado	divorciando	divorcing	divorciado	divorced	[255]
4367	divorciar	to divorce	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had divorced	hube divorciado	hubiste divorciado	hubo divorciado	hubimos divorciado	hubisteis divorciado	hubieron divorciado	divorciando	divorcing	divorciado	divorced	[255]
4368	divorciar	to divorce	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have divorced	habría divorciado	habrías divorciado	habría divorciado	habríamos divorciado	habríais divorciado	habrían divorciado	divorciando	divorcing	divorciado	divorced	[255]
4369	divorciar	to divorce	Subjuntivo	Subjunctive	Presente	Present	I divorce, am divorcing	divorcie	divorcies	divorcie	divorciemos	divorciéis	divorcien	divorciando	divorcing	divorciado	divorced	[255]
4370	divorciar	to divorce	Subjuntivo	Subjunctive	Imperfecto	Imperfect	I divorced, was divorcing	divorciara	divorciaras	divorciara	divorciáramos	divorciarais	divorciaran	divorciando	divorcing	divorciado	divorced	[255]
4371	divorciar	to divorce	Subjuntivo	Subjunctive	Futuro	Future	I will divorce	divorciare	divorciares	divorciare	divorciáremos	divorciareis	divorciaren	divorciando	divorcing	divorciado	divorced	[255]
4372	divorciar	to divorce	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	I have divorced, divorced	haya divorciado	hayas divorciado	haya divorciado	hayamos divorciado	hayáis divorciado	hayan divorciado	divorciando	divorcing	divorciado	divorced	[255]
4373	divorciar	to divorce	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have divorced	hubiere divorciado	hubieres divorciado	hubiere divorciado	hubiéremos divorciado	hubiereis divorciado	hubieren divorciado	divorciando	divorcing	divorciado	divorced	[255]
4374	divorciar	to divorce	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had divorced	hubiera divorciado	hubieras divorciado	hubiera divorciado	hubiéramos divorciado	hubierais divorciado	hubieran divorciado	divorciando	divorcing	divorciado	divorced	[255]
4375	divorciar	to divorce	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Divorce! Don't divorce!		divorcia	divorciad		divorcie	divorcien	divorciando	divorcing	divorciado	divorced	[255]
4376	divorciar	to divorce	Imperativo Negativo	Imperative Negative	Presente	Present	Divorce! Don't divorce!		no divorcies	no divorciéis		no divorcie	no divorcien	divorciando	divorcing	divorciado	divorced	[255]
4377	divorciarse	to get divorced [from somebody]	Indicativo	Indicative	Presente	Present	I get divorced, am getting divorced	me divorcio	te divorcias	se divorcia	nos divorciamos	os divorciáis	se divorcian	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4378	divorciarse	to get divorced [from somebody]	Indicativo	Indicative	Futuro	Future	I will get divorced	me divorciaré	te divorciarás	se divorciará	nos divorciaremos	os divorciaréis	se divorciarán	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4379	divorciarse	to get divorced [from somebody]	Indicativo	Indicative	Imperfecto	Imperfect	I was getting divorced, used to get divorced, got up	me divorciaba	te divorciabas	se divorciaba	nos divorciábamos	os divorciabais	se divorciaban	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4380	divorciarse	to get divorced [from somebody]	Indicativo	Indicative	Pretérito	Preterite	I got up	me divorcié	te divorciaste	se divorció	nos divorciamos	divorciasteis	se divorciaron	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4381	divorciarse	to get divorced [from somebody]	Indicativo	Indicative	Condicional	Conditional	I would get divorced	me divorciaría	te divorciarías	se divorciaría	nos divorciaríamos	os divorciaríais	se divorciarían	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4382	divorciarse	to get divorced [from somebody]	Indicativo	Indicative	Presente perfecto	Present Perfect	I have gotten divorced	me he divorciado	te has divorciado	se ha divorciado	nos hemos divorciado	os habéis divorciado	se han divorciado	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4383	divorciarse	to get divorced [from somebody]	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have gotten divorced	me habré divorciado	te habrás divorciado	se habrá divorciado	nos habremos divorciado	os habréis divorciado	se habrán divorciado	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4384	divorciarse	to get divorced [from somebody]	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had gotten divorced	me había divorciado	te habías divorciado	se había divorciado	nos habíamos divorciado	os habíais divorciado	se habían divorciado	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4385	divorciarse	to get divorced [from somebody]	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had gotten divorced	me hube divorciado	te hubiste divorciado	se hubo divorciado	nos hubimos divorciado	os hubisteis divorciado	se hubieron divorciado	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4386	divorciarse	to get divorced [from somebody]	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have gotten divorced	me habría divorciado	te habrías divorciado	se habría divorciado	nos habríamos divorciado	os habríais divorciado	se habrían divorciado	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4387	divorciarse	to get divorced [from somebody]	Subjuntivo	Subjunctive	Presente	Present	I get divorced, am getting divorced	me divorcie	te divorcies	se divorcie	nos divorciemos	os divorciéis	se divorcien	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4388	divorciarse	to get divorced [from somebody]	Subjuntivo	Subjunctive	Imperfecto	Imperfect	I got up, was getting divorced	me divorciara	te divorciaras	se divorciara	nos divorciáramos	os divorciarais	se divorciaran	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4389	divorciarse	to get divorced [from somebody]	Subjuntivo	Subjunctive	Futuro	Future	I will get divorced	me divorciare	te divorciares	se divorciare	nos divorciáremos	os divorciareis	se divorciaren	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4390	divorciarse	to get divorced [from somebody]	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	I have gotten divorced, got up	me haya divorciado	te hayas divorciado	se haya divorciado	nos hayamos divorciado	os hayáis divorciado	se hayan divorciado	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4391	divorciarse	to get divorced [from somebody]	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have gotten divorced	me hubiere divorciado	te hubieres divorciado	se hubiere divorciado	nos hubiéremos divorciado	os hubiereis divorciado	se hubieren divorciado	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4392	divorciarse	to get divorced [from somebody]	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had gotten divorced	me hubiera divorciado	te hubieras divorciado	se hubiera divorciado	nos hubiéramos divorciado	os hubierais divorciado	se hubieran divorciado	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4393	divorciarse	to get divorced [from somebody]	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Get divorced! Don't get divorced!		divórciate	divorciaos		divórciese	divórciense	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4394	divorciarse	to get divorced [from somebody]	Imperativo Negativo	Imperative Negative	Presente	Present	Get divorced! Don't get divorced!		no te divorcies	no os divorciéis		no se divorcie	no se divorcien	divorciándose	getting divorced	divorciado	gotten divorced	[255]
4395	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Indicativo	Indicative	Presente	Present	I double, am doubling	doblo	doblas	dobla	doblamos	dobláis	doblan	doblando	doubling	doblado	doubled	[255]
4396	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Indicativo	Indicative	Futuro	Future	I will double	doblaré	doblarás	doblará	doblaremos	doblaréis	doblarán	doblando	doubling	doblado	doubled	[255]
4397	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Indicativo	Indicative	Imperfecto	Imperfect	I was doubling, used to double, doubled	doblaba	doblabas	doblaba	doblábamos	doblabais	doblaban	doblando	doubling	doblado	doubled	[255]
4398	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Indicativo	Indicative	Pretérito	Preterite	I doubled	doblé	doblaste	dobló	doblamos	doblasteis	doblaron	doblando	doubling	doblado	doubled	[255]
4399	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Indicativo	Indicative	Condicional	Conditional	I would double	doblaría	doblarías	doblaría	doblaríamos	doblaríais	doblarían	doblando	doubling	doblado	doubled	[255]
4400	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Indicativo	Indicative	Presente perfecto	Present Perfect	I have doubled	he doblado	has doblado	ha doblado	hemos doblado	habéis doblado	han doblado	doblando	doubling	doblado	doubled	[255]
4401	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have doubled	habré doblado	habrás doblado	habrá doblado	habremos doblado	habréis doblado	habrán doblado	doblando	doubling	doblado	doubled	[255]
4402	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had doubled	había doblado	habías doblado	había doblado	habíamos doblado	habíais doblado	habían doblado	doblando	doubling	doblado	doubled	[255]
4403	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had doubled	hube doblado	hubiste doblado	hubo doblado	hubimos doblado	hubisteis doblado	hubieron doblado	doblando	doubling	doblado	doubled	[255]
4404	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have doubled	habría doblado	habrías doblado	habría doblado	habríamos doblado	habríais doblado	habrían doblado	doblando	doubling	doblado	doubled	[255]
4405	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Subjuntivo	Subjunctive	Presente	Present	I double, am doubling	doble	dobles	doble	doblemos	dobléis	doblen	doblando	doubling	doblado	doubled	[255]
4406	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Subjuntivo	Subjunctive	Imperfecto	Imperfect	I doubled, was doubling	doblara	doblaras	doblara	dobláramos	doblarais	doblaran	doblando	doubling	doblado	doubled	[255]
4407	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Subjuntivo	Subjunctive	Futuro	Future	I will double	doblare	doblares	doblare	dobláremos	doblareis	doblaren	doblando	doubling	doblado	doubled	[255]
4408	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	I have doubled, doubled	haya doblado	hayas doblado	haya doblado	hayamos doblado	hayáis doblado	hayan doblado	doblando	doubling	doblado	doubled	[255]
4409	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have doubled	hubiere doblado	hubieres doblado	hubiere doblado	hubiéremos doblado	hubiereis doblado	hubieren doblado	doblando	doubling	doblado	doubled	[255]
4410	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had doubled	hubiera doblado	hubieras doblado	hubiera doblado	hubiéramos doblado	hubierais doblado	hubieran doblado	doblando	doubling	doblado	doubled	[255]
4411	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Double! Don't double!		dobla	doblad		doble	doblen	doblando	doubling	doblado	doubled	[255]
4412	doblar	to double; to turn [a corner, to the right, etc.]; to fold, crease	Imperativo Negativo	Imperative Negative	Presente	Present	Double! Don't double!		no dobles	no dobléis		no doble	no doblen	doblando	doubling	doblado	doubled	[255]
4413	doler	to hurt, pain, ache	Indicativo	Indicative	Presente	Present	it hurts, is hurting			duele			duelen	doliendo	hurting	dolido	hurt	[255]
4414	doler	to hurt, pain, ache	Indicativo	Indicative	Futuro	Future	it will hurt			dolerá			dolerán	doliendo	hurting	dolido	hurt	[255]
4415	doler	to hurt, pain, ache	Indicativo	Indicative	Imperfecto	Imperfect	it was hurting, used to hurt, hurt			dolía			dolían	doliendo	hurting	dolido	hurt	[255]
4416	doler	to hurt, pain, ache	Indicativo	Indicative	Pretérito	Preterite	it hurt			dolió			dolieron	doliendo	hurting	dolido	hurt	[255]
4417	doler	to hurt, pain, ache	Indicativo	Indicative	Condicional	Conditional	it would hurt			dolería			dolerían	doliendo	hurting	dolido	hurt	[255]
4418	doler	to hurt, pain, ache	Indicativo	Indicative	Presente perfecto	Present Perfect	it has hurt			ha dolido			han dolido	doliendo	hurting	dolido	hurt	[255]
4419	doler	to hurt, pain, ache	Indicativo	Indicative	Futuro perfecto	Future Perfect	it will have hurt			habrá dolido			habrán dolido	doliendo	hurting	dolido	hurt	[255]
4420	doler	to hurt, pain, ache	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	it had hurt			había dolido			habían dolido	doliendo	hurting	dolido	hurt	[255]
4421	doler	to hurt, pain, ache	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	it had hurt			hubo dolido			hubieron dolido	doliendo	hurting	dolido	hurt	[255]
4422	doler	to hurt, pain, ache	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	it would have hurt			habría dolido			habrían dolido	doliendo	hurting	dolido	hurt	[255]
4423	doler	to hurt, pain, ache	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	it has hurt, hurt			haya dolido			hayan dolido	doliendo	hurting	dolido	hurt	[255]
4424	doler	to hurt, pain, ache	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	it will have hurt			hubiere dolido			hubieren dolido	doliendo	hurting	dolido	hurt	[255]
4425	doler	to hurt, pain, ache	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	it had hurt			hubiera dolido			hubieran dolido	doliendo	hurting	dolido	hurt	[255]
4426	doler	to hurt, pain, ache	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Hurt! Don't hurt!		duele	doled		duela	duelan	doliendo	hurting	dolido	hurt	[255]
4427	doler	to hurt, pain, ache	Imperativo Negativo	Imperative Negative	Presente	Present	Hurt! Don't hurt!		no duelas	no doláis		no duela	no duelan	doliendo	hurting	dolido	hurt	[255]
4428	dormir	to sleep	Indicativo	Indicative	Presente	Present	I sleep, am sleeping	duermo	duermes	duerme	dormimos	dormís	duermen	durmiendo	sleeping	dormido	slept	[255]
4429	dormir	to sleep	Indicativo	Indicative	Futuro	Future	I will sleep	dormiré	dormirás	dormirá	dormiremos	dormiréis	dormirán	durmiendo	sleeping	dormido	slept	[255]
4430	dormir	to sleep	Indicativo	Indicative	Imperfecto	Imperfect	I was sleeping, used to sleep, slept	dormía	dormías	dormía	dormíamos	dormíais	dormían	durmiendo	sleeping	dormido	slept	[255]
4431	dormir	to sleep	Indicativo	Indicative	Pretérito	Preterite	I slept	dormí	dormiste	durmió	dormimos	dormisteis	durmieron	durmiendo	sleeping	dormido	slept	[255]
4432	dormir	to sleep	Indicativo	Indicative	Condicional	Conditional	I would sleep	dormiría	dormirías	dormiría	dormiríamos	dormiríais	dormirían	durmiendo	sleeping	dormido	slept	[255]
4433	dormir	to sleep	Indicativo	Indicative	Presente perfecto	Present Perfect	I have slept	he dormido	has dormido	ha dormido	hemos dormido	habéis dormido	han dormido	durmiendo	sleeping	dormido	slept	[255]
4434	dormir	to sleep	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have slept	habré dormido	habrás dormido	habrá dormido	habremos dormido	habréis dormido	habrán dormido	durmiendo	sleeping	dormido	slept	[255]
4435	dormir	to sleep	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had slept	había dormido	habías dormido	había dormido	habíamos dormido	habíais dormido	habían dormido	durmiendo	sleeping	dormido	slept	[255]
4436	dormir	to sleep	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had slept	hube dormido	hubiste dormido	hubo dormido	hubimos dormido	hubisteis dormido	hubieron dormido	durmiendo	sleeping	dormido	slept	[255]
4437	dormir	to sleep	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have slept	habría dormido	habrías dormido	habría dormido	habríamos dormido	habríais dormido	habrían dormido	durmiendo	sleeping	dormido	slept	[255]
4438	dormir	to sleep	Subjuntivo	Subjunctive	Presente	Present	I sleep, am sleeping	duerma	duermas	duerma	durmamos	durmáis	duerman	durmiendo	sleeping	dormido	slept	[255]
4439	dormir	to sleep	Subjuntivo	Subjunctive	Imperfecto	Imperfect	I slept, was sleeping	durmiera	durmieras	durmiera	durmiéramos	durmierais	durmieran	durmiendo	sleeping	dormido	slept	[255]
4440	dormir	to sleep	Subjuntivo	Subjunctive	Futuro	Future	I will sleep	durmiere	durmieres	durmiere	durmiéremos	durmiereis	durmieren	durmiendo	sleeping	dormido	slept	[255]
4441	dormir	to sleep	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	I have slept, slept	haya dormido	hayas dormido	haya dormido	hayamos dormido	hayáis dormido	hayan dormido	durmiendo	sleeping	dormido	slept	[255]
4442	dormir	to sleep	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have slept	hubiere dormido	hubieres dormido	hubiere dormido	hubiéremos dormido	hubiereis dormido	hubieren dormido	durmiendo	sleeping	dormido	slept	[255]
4443	dormir	to sleep	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had slept	hubiera dormido	hubieras dormido	hubiera dormido	hubiéramos dormido	hubierais dormido	hubieran dormido	durmiendo	sleeping	dormido	slept	[255]
4444	dormir	to sleep	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Sleep! Don't sleep!		duerme	dormid		duerma	duerman	durmiendo	sleeping	dormido	slept	[255]
4445	dormir	to sleep	Imperativo Negativo	Imperative Negative	Presente	Present	Sleep! Don't sleep!		no duermas	no durmáis		no duerma	no duerman	durmiendo	sleeping	dormido	slept	[255]
4446	dormirse	to go to sleep, fall asleep	Indicativo	Indicative	Presente	Present	I go to sleep, am going to sleep	me duermo	te duermes	se duerme	nos dormimos	os dormís	se duermen	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4447	dormirse	to go to sleep, fall asleep	Indicativo	Indicative	Futuro	Future	I will go to sleep	me dormiré	te dormirás	se dormirá	nos dormiremos	os dormiréis	se dormirán	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4448	dormirse	to go to sleep, fall asleep	Indicativo	Indicative	Imperfecto	Imperfect	I was going to sleep, used to go to sleep, went to sleep	me dormía	te dormías	se dormía	nos dormíamos	os dormíais	se dormían	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4449	dormirse	to go to sleep, fall asleep	Indicativo	Indicative	Pretérito	Preterite	I went to sleep	me dormí	te dormiste	se durmió	nos dormimos	os dormisteis	se durmieron	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4450	dormirse	to go to sleep, fall asleep	Indicativo	Indicative	Condicional	Conditional	I would go to sleep	me dormiría	te dormirías	se dormiría	nos dormiríamos	os dormiríais	se dormirían	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4451	dormirse	to go to sleep, fall asleep	Indicativo	Indicative	Presente perfecto	Present Perfect	I have gone to sleep	me he dormido	te has dormido	se ha dormido	nos hemos dormido	os habéis dormido	se han dormido	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4452	dormirse	to go to sleep, fall asleep	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have gone to sleep	me habré dormido	te habrás dormido	se habrá dormido	nos habremos dormido	os habréis dormido	se habrán dormido	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4453	dormirse	to go to sleep, fall asleep	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had gone to sleep	me había dormido	te habías dormido	se había dormido	nos habíamos dormido	os habíais dormido	se habían dormido	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4454	dormirse	to go to sleep, fall asleep	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had gone to sleep	me hube dormido	te hubiste dormido	se hubo dormido	nos hubimos dormido	os hubisteis dormido	se hubieron dormido	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4455	dormirse	to go to sleep, fall asleep	Indicativo	Indicative	Condicional perfecto	Conditional Perfect	I would have gone to sleep	me habría dormido	te habrías dormido	se habría dormido	nos habríamos dormido	os habríais dormido	se habrían dormido	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4456	dormirse	to go to sleep, fall asleep	Subjuntivo	Subjunctive	Presente	Present	I go to sleep, am going to sleep	me duerma	te duermas	se duerma	nos durmamos	os durmáis	se duerman	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4457	dormirse	to go to sleep, fall asleep	Subjuntivo	Subjunctive	Imperfecto	Imperfect	I went to sleep, was going to sleep	me durmiera	te durmieras	se durmiera	nos durmiéramos	os durmierais	se durmieran	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4458	dormirse	to go to sleep, fall asleep	Subjuntivo	Subjunctive	Futuro	Future	I will go to sleep	me durmiere	te durmieres	se durmiere	nos durmiéremos	os durmiereis	se durmieren	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4459	dormirse	to go to sleep, fall asleep	Subjuntivo	Subjunctive	Presente perfecto	Present Perfect	I have gone to sleep, went to sleep	me haya dormido	te hayas dormido	se haya dormido	nos hayamos dormido	os hayáis dormido	se hayan dormido	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4460	dormirse	to go to sleep, fall asleep	Subjuntivo	Subjunctive	Futuro perfecto	Future Perfect	I will have gone to sleep	me hubiere dormido	te hubieres dormido	se hubiere dormido	nos hubiéremos dormido	os hubiereis dormido	se hubieren dormido	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4461	dormirse	to go to sleep, fall asleep	Subjuntivo	Subjunctive	Pluscuamperfecto	Past Perfect	I had gone to sleep	me hubiera dormido	te hubieras dormido	se hubiera dormido	nos hubiéramos dormido	os hubierais dormido	se hubieran dormido	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4462	dormirse	to go to sleep, fall asleep	Imperativo Afirmativo	Imperative Affirmative	Presente	Present	Go to sleep! Don't go to sleep!		duérmete	dormíos		duérmase	duérmanse	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4463	dormirse	to go to sleep, fall asleep	Imperativo Negativo	Imperative Negative	Presente	Present	Go to sleep! Don't go to sleep!		no te duermas	no os durmáis		no se duerma	no se duerman	durmiéndose	going to sleep	dormido	asleep, gone to sleep	[255]
4464	duchar	to douche	Indicativo	Indicative	Presente	Present	I douche, am douching	ducho	duchas	ducha	duchamos	ducháis	duchan	duchando	douching	duchado	douched	[255]
4465	duchar	to douche	Indicativo	Indicative	Futuro	Future	I will douche	ducharé	ducharás	duchará	ducharemos	ducharéis	ducharán	duchando	douching	duchado	douched	[255]
4466	duchar	to douche	Indicativo	Indicative	Imperfecto	Imperfect	I was douching, used to douche, douched	duchaba	duchabas	duchaba	duchábamos	duchabais	duchaban	duchando	douching	duchado	douched	[255]
4467	duchar	to douche	Indicativo	Indicative	Pretérito	Preterite	I douched	duché	duchaste	duchó	duchamos	duchasteis	ducharon	duchando	douching	duchado	douched	[255]
4468	duchar	to douche	Indicativo	Indicative	Condicional	Conditional	I would douche	ducharía	ducharías	ducharía	ducharíamos	ducharíais	ducharían	duchando	douching	duchado	douched	[255]
4469	duchar	to douche	Indicativo	Indicative	Presente perfecto	Present Perfect	I have douched	he duchado	has duchado	ha duchado	hemos duchado	habéis duchado	han duchado	duchando	douching	duchado	douched	[255]
4470	duchar	to douche	Indicativo	Indicative	Futuro perfecto	Future Perfect	I will have douched	habré duchado	habrás duchado	habrá duchado	habremos duchado	habréis duchado	habrán duchado	duchando	douching	duchado	douched	[255]
4471	duchar	to douche	Indicativo	Indicative	Pluscuamperfecto	Past Perfect	I had douched	había duchado	habías duchado	había duchado	habíamos duchado	habíais duchado	habían duchado	duchando	douching	duchado	douched	[255]
4472	duchar	to douche	Indicativo	Indicative	Pretérito anterior	Preterite (Archaic)	I had douched	hube duchado	hubiste duchado	hubo duchado	hubimos duchado	hubisteis duchado	hubieron duchado	duchando	douching	duchado	douched	[255]
4473	empezar	to begin, start	Indicativo	Indicative	Presente	Present	I begin, am beginning	empiezo	empiezas	empieza	empezamos	empezáis	empiezan	empezando	beginning	empezado	begun	[64]
